bli	0.37733887733887733	1924.0
vara	0.3715545755237045	1814.0
få	0.2954375467464473	1337.0
fortsätta	0.3130630630630631	888.0
kunna	0.3859375	640.0
ta	0.29802955665024633	812.0
ha	0.3188010899182561	734.0
gå	0.3045267489711934	729.0
göra	0.3442340791738382	581.0
finnas	0.3034934497816594	458.0
behöva	0.36666666666666664	300.0
ske	0.25671641791044775	335.0
se	0.2664576802507837	319.0
hålla	0.2610062893081761	318.0
påverka	0.28820960698689957	229.0
innebära	0.4049079754601227	163.0
leda	0.2876712328767123	219.0
ge	0.28125	224.0
hända	0.3229166666666667	192.0
pågå	0.2336065573770492	244.0
ligga	0.30434782608695654	184.0
hållas	0.2084942084942085	259.0
stå	0.27011494252873564	174.0
öka	0.2073732718894009	217.0
komma	0.2953020134228188	149.0
jobba	0.3208955223880597	134.0
börja	0.37168141592920356	113.0
kosta	0.19902912621359223	206.0
tas	0.2483221476510067	149.0
dröja	0.3425925925925926	108.0
åka	0.47297297297297297	74.0
spela	0.3113207547169811	106.0
följa	0.2540983606557377	122.0
hamna	0.35802469135802467	81.0
lämna	0.20149253731343283	134.0
överklaga	0.1925925925925926	135.0
sluta	0.33766233766233766	77.0
försöka	0.32051282051282054	78.0
äga	0.4444444444444444	54.0
påverkas	0.20512820512820512	117.0
krävas	0.3287671232876712	73.0
delta	0.17518248175182483	137.0
byggas	0.23300970873786409	103.0
ställa	0.26136363636363635	88.0
möta	0.39655172413793105	58.0
göras	0.16312056737588654	141.0
arbeta	0.2072072072072072	111.0
klara	0.275	80.0
slå	0.2876712328767123	73.0
hjälpa	0.30434782608695654	69.0
genomföra	0.22826086956521738	92.0
titta	0.2898550724637681	69.0
hinna	0.7407407407407407	27.0
fungera	0.28169014084507044	71.0
skriva	0.4318181818181818	44.0
genomföras	0.152	125.0
dra	0.3392857142857143	56.0
användas	0.20212765957446807	94.0
vinna	0.2608695652173913	69.0
vilja	0.4186046511627907	43.0
tävla	0.45	40.0
stanna	0.24	75.0
spelas	0.3	60.0
lägga	0.24	75.0
bidra	0.2535211267605634	71.0
behövas	0.2465753424657534	73.0
sitta	0.2	85.0
låta	0.38636363636363635	44.0
föras	0.3617021276595745	47.0
driva	0.3617021276595745	47.0
bärgas	0.3148148148148148	54.0
sakna	0.2962962962962963	54.0
rösta	0.23529411764705882	68.0
gälla	0.22535211267605634	71.0
försvinna	0.2318840579710145	69.0
visa	0.2830188679245283	53.0
utreda	0.20833333333333334	72.0
tvingas	0.39473684210526316	38.0
skapa	0.3409090909090909	44.0
märka	0.39473684210526316	38.0
köra	0.25	60.0
kräva	0.24193548387096775	62.0
hitta	0.3409090909090909	44.0
förhöras	0.16304347826086957	92.0
handla	0.175	80.0
bestå	0.2692307692307692	52.0
yrka	0.28888888888888886	45.0
ställas	0.19402985074626866	67.0
starta	0.19696969696969696	66.0
minska	0.1780821917808219	73.0
läggas	0.18840579710144928	69.0
drabbas	0.2	65.0
begära	0.2653061224489796	49.0
söka	0.23529411764705882	51.0
synas	0.34285714285714286	35.0
minnas	0.3333333333333333	36.0
kännas	0.36363636363636365	33.0
införas	0.3333333333333333	36.0
föra	0.4	30.0
erbjuda	0.3157894736842105	38.0
betyda	0.2857142857142857	42.0
betala	0.24489795918367346	49.0
ändras	0.4230769230769231	26.0
sätta	0.19642857142857142	56.0
stängas	0.19642857142857142	56.0
rulla	0.5789473684210527	19.0
prata	0.28205128205128205	39.0
placeras	0.22916666666666666	48.0
passa	0.4074074074074074	27.0
lösa	0.2682926829268293	41.0
lyckas	0.2391304347826087	46.0
gynna	0.3235294117647059	34.0
fatta	0.3548387096774194	31.0
besöka	0.24444444444444444	45.0
använda	0.16666666666666666	66.0
vidta	0.20833333333333334	48.0
utredas	0.11904761904761904	84.0
underlätta	0.35714285714285715	28.0
tycka	0.4166666666666667	24.0
sättas	0.2777777777777778	36.0
skickas	0.2	50.0
satsa	0.29411764705882354	34.0
räcka	0.22727272727272727	44.0
märkas	0.2564102564102564	39.0
locka	0.5263157894736842	19.0
känna	0.29411764705882354	34.0
fokusera	0.35714285714285715	28.0
erbjudas	0.1724137931034483	58.0
drabba	0.2857142857142857	35.0
diskutera	0.37037037037037035	27.0
ändra	0.2571428571428571	35.0
våga	0.75	12.0
säga	0.225	40.0
stiga	0.23684210526315788	38.0
skicka	0.25	36.0
sjunka	0.32142857142857145	28.0
nå	0.2727272727272727	33.0
inledas	0.23684210526315788	38.0
flytta	0.21428571428571427	42.0
agera	0.17307692307692307	52.0
tillföra	0.5	16.0
presenteras	0.1509433962264151	53.0
orsaka	0.6153846153846154	13.0
medverka	0.34782608695652173	23.0
leva	0.22857142857142856	35.0
ledas	0.25	32.0
landa	0.18181818181818182	44.0
falla	0.21621621621621623	37.0
bygga	0.19047619047619047	42.0
överklagas	0.1590909090909091	44.0
öppnas	0.2692307692307692	26.0
öppna	0.14285714285714285	49.0
växa	0.14583333333333334	48.0
uppträda	0.3888888888888889	18.0
spara	0.4375	16.0
släppas	0.18421052631578946	38.0
presentera	0.22580645161290322	31.0
mötas	0.21212121212121213	33.0
lämnas	0.21875	32.0
höras	0.1	70.0
generera	0.5	14.0
förändras	0.1590909090909091	44.0
förändra	0.19444444444444445	36.0
förlora	0.2692307692307692	26.0
flyttas	0.109375	64.0
fattas	0.35	20.0
ersättas	0.20588235294117646	34.0
dö	0.14285714285714285	49.0
delas	0.25	28.0
bjuda	0.2413793103448276	29.0
avgöra	0.2916666666666667	24.0
öva	0.6	10.0
vända	0.2608695652173913	23.0
undersöka	0.16216216216216217	37.0
svara	0.24	25.0
stärka	0.3333333333333333	18.0
släppa	0.4	15.0
röra	0.2727272727272727	22.0
rivas	0.2608695652173913	23.0
klaras	0.5	12.0
kandidera	0.35294117647058826	17.0
innehålla	0.17647058823529413	34.0
höja	0.35294117647058826	17.0
fördelas	0.375	16.0
flyga	0.46153846153846156	13.0
dela	0.2727272727272727	22.0
blåsa	0.20689655172413793	29.0
bjudas	0.42857142857142855	14.0
bevaka	0.3	20.0
åtgärdas	0.4166666666666667	12.0
välja	0.25	20.0
visas	0.1111111111111111	45.0
utvecklas	0.20833333333333334	24.0
utgöra	0.5	10.0
upprätta	0.2	25.0
uppmana	0.38461538461538464	13.0
undersökas	0.15625	32.0
täcka	0.4166666666666667	12.0
träna	0.4166666666666667	12.0
träffas	0.3333333333333333	15.0
träffa	0.15625	32.0
skrivas	0.23809523809523808	21.0
saknas	0.2631578947368421	19.0
råda	0.35714285714285715	14.0
rymma	0.3125	16.0
reagera	0.1724137931034483	29.0
påbörjas	0.21739130434782608	23.0
medföra	0.3125	16.0
meddela	0.35714285714285715	14.0
läsa	0.45454545454545453	11.0
lyfta	0.22727272727272727	22.0
kvarstå	0.5	10.0
ingå	0.15625	32.0
höra	0.20833333333333334	24.0
hanteras	0.25	20.0
förstöra	0.4166666666666667	12.0
föreslå	0.2	25.0
förbättra	0.25	20.0
förbli	0.23809523809523808	21.0
fyllas	0.35714285714285715	14.0
fjärrstyras	0.5	10.0
bära	0.2777777777777778	18.0
brinna	0.20833333333333334	24.0
betalas	0.22727272727272727	22.0
besluta	0.4166666666666667	12.0
berätta	0.3125	16.0
bedrivas	0.23809523809523808	21.0
avgå	0.38461538461538464	13.0
arrangeras	0.38461538461538464	13.0
väcka	0.3333333333333333	12.0
utökas	0.2857142857142857	14.0
utöka	0.3333333333333333	12.0
utvärdera	0.36363636363636365	11.0
utveckla	0.25	16.0
utföras	0.19047619047619047	21.0
utföra	0.2222222222222222	18.0
upphöra	0.18181818181818182	22.0
testas	0.2857142857142857	14.0
tala	0.26666666666666666	15.0
stötta	0.26666666666666666	15.0
sprida	0.21052631578947367	19.0
skjuta	0.3076923076923077	13.0
påbörja	0.4	10.0
prövas	0.36363636363636365	11.0
lyftas	0.2857142857142857	14.0
köras	0.23529411764705882	17.0
kämpa	0.2	20.0
kallas	0.13793103448275862	29.0
inleda	0.13793103448275862	29.0
införa	0.16666666666666666	24.0
höjas	0.16	25.0
hantera	0.18181818181818182	22.0
glömma	0.3333333333333333	12.0
framföra	0.4	10.0
fortgå	0.2857142857142857	14.0
dömas	0.25	16.0
diskuteras	0.14814814814814814	27.0
byta	0.23529411764705882	17.0
behandlas	0.13333333333333333	30.0
behandla	0.26666666666666666	15.0
begäras	0.2222222222222222	18.0
be	0.36363636363636365	11.0
avslutas	0.25	16.0
avgöras	0.12903225806451613	31.0
acceptera	0.21052631578947367	19.0
åtalas	0.15789473684210525	19.0
väckas	0.21428571428571427	14.0
vidtas	0.2727272727272727	11.0
upprättas	0.08823529411764706	34.0
tillåta	0.3	10.0
tillträda	0.3	10.0
sändas	0.15	20.0
sälja	0.25	12.0
stänga	0.13636363636363635	22.0
spärra	0.2	15.0
samlas	0.21428571428571427	14.0
samla	0.25	12.0
resultera	0.17647058823529413	17.0
representera	0.2727272727272727	11.0
pröva	0.2727272727272727	11.0
passera	0.1875	16.0
missa	0.2727272727272727	11.0
köpa	0.15789473684210525	19.0
informera	0.17647058823529413	17.0
ges	0.12	25.0
genomgå	0.21428571428571427	14.0
förhöra	0.23076923076923078	13.0
fylla	0.25	12.0
forsätta	0.2727272727272727	11.0
dyka	0.15789473684210525	19.0
dras	0.16666666666666666	18.0
bo	0.13636363636363635	22.0
beröra	0.21428571428571427	14.0
anmäla	0.3	10.0
överlämnas	0.16666666666666666	12.0
överleva	0.18181818181818182	11.0
återvända	0.2	10.0
återkomma	0.125	16.0
väljas	0.16666666666666666	12.0
veta	0.2	10.0
utvärderas	0.18181818181818182	11.0
utses	0.2	10.0
uppmärksammas	0.15384615384615385	13.0
trycka	0.2	10.0
trafikeras	0.16666666666666666	12.0
säljas	0.11764705882352941	17.0
sägas	0.15384615384615385	13.0
stödja	0.07142857142857142	28.0
styra	0.18181818181818182	11.0
stoppa	0.15384615384615385	13.0
spärras	0.14285714285714285	14.0
skapas	0.1111111111111111	18.0
samarbeta	0.06060606060606061	33.0
rikta	0.2	10.0
resa	0.15384615384615385	13.0
prioriteras	0.125	16.0
meddelas	0.2	10.0
lära	0.15384615384615385	13.0
lysa	0.16666666666666666	12.0
leverera	0.13333333333333333	15.0
kontrolleras	0.16666666666666666	12.0
kalla	0.10526315789473684	19.0
heta	0.15384615384615385	13.0
granskas	0.1111111111111111	18.0
förstärka	0.14285714285714285	14.0
förlängas	0.2	10.0
följas	0.15384615384615385	13.0
erkänna	0.14285714285714285	14.0
döda	0.13333333333333333	15.0
delges	0.18181818181818182	11.0
bytas	0.14285714285714285	14.0
beröras	0.07142857142857142	28.0
ansvara	0.15384615384615385	13.0
anställa	0.11764705882352941	17.0
återupptas	0.07142857142857142	14.0
vittna	0.1	10.0
utvisas	0.1	10.0
tänka	0.0625	16.0
trivas	0.09090909090909091	11.0
transporteras	0.08333333333333333	12.0
tjäna	0.07692307692307693	13.0
tappa	0.08333333333333333	12.0
sänka	0.08333333333333333	12.0
skötas	0.1	10.0
pryda	0.09090909090909091	11.0
polisanmälas	0.09090909090909091	11.0
polisanmäla	0.07692307692307693	13.0
omfattas	0.09090909090909091	11.0
närvara	0.05	20.0
lösas	0.047619047619047616	21.0
kontrollera	0.08333333333333333	12.0
kontakta	0.043478260869565216	23.0
granska	0.06666666666666667	15.0
ersätta	0.0625	16.0
drivas	0.05	20.0
beviljas	0.1	10.0
avvecklas	0.09090909090909091	11.0
avsluta	0.08333333333333333	12.0
ansluta	0.07692307692307693	13.0
