year	speaker	innovativity	exposure_to_c	exposure_to_i
2014	Ayezan	1.0	0.0	0.0
2015	Ayezan		0.0	0.0
2016	Ayezan		0.0	0.0
2017	Ayezan		0.0	0.0
2018	Ayezan		0.0	0.0
2019	Ayezan		0.0	0.0
2020	Ayezan		0.0	0.0
2021	Ayezan		0.0	0.0
2022	Ayezan		0.0	0.0
2000	trevliggrabb		0.0	0.0
2001	trevliggrabb		0.0	0.0
2002	trevliggrabb		0.0	0.0
2003	trevliggrabb		0.0	0.0
2004	trevliggrabb		0.0	0.0
2005	trevliggrabb		0.0	0.0
2006	trevliggrabb		0.0	0.0
2007	trevliggrabb		0.0	0.0
2008	trevliggrabb		0.0	0.0
2009	trevliggrabb		0.0	0.0
2010	trevliggrabb		0.0	0.0
2011	trevliggrabb		0.0	0.0
2012	trevliggrabb		0.0	0.0
2013	trevliggrabb		0.0	0.0
2014	trevliggrabb		0.0	0.0
2015	trevliggrabb		0.0	0.0
2016	trevliggrabb		0.0	0.0
2017	trevliggrabb		0.0	0.0
2018	trevliggrabb		0.0	0.0
2019	trevliggrabb		0.0	0.0
2020	trevliggrabb		0.0	0.0
2021	trevliggrabb	1.0	0.0	0.0
2022	trevliggrabb		0.0	0.0
2000	Hddv1		0.0	0.0
2001	Hddv1		0.0	0.0
2002	Hddv1		0.0	0.0
2003	Hddv1		0.0	0.0
2004	Hddv1		0.0	0.0
2005	Hddv1		0.0	0.0
2006	Hddv1		0.0	0.0
2007	Hddv1		0.0	0.0
2008	Hddv1		0.0	0.0
2009	Hddv1		0.0	0.0
2010	Hddv1		0.0	0.0
2011	Hddv1		0.0	0.0
2012	Hddv1		0.0	0.0
2013	Hddv1		0.0	0.0
2014	Hddv1		0.0	0.0
2015	Hddv1		0.0	0.0
2016	Hddv1		0.0	0.0
2017	Hddv1		0.0	0.0
2018	Hddv1		0.0	0.0
2019	Hddv1		0.0	0.0
2020	Hddv1		0.0	0.0
2021	Hddv1	1.0	0.0	0.0
2022	Hddv1		0.0	0.0
2000	SoberZealot		0.0	0.0
2001	SoberZealot		0.0	0.0
2002	SoberZealot		0.0	0.0
2003	SoberZealot		0.0	0.0
2004	SoberZealot		0.0	0.0
2005	SoberZealot		0.0	0.0
2006	SoberZealot		0.0	0.0
2007	SoberZealot		0.0	0.0
2008	SoberZealot		0.0	0.0
2009	SoberZealot		0.0	0.0
2010	SoberZealot		0.0	0.0
2011	SoberZealot		0.0	0.0
2012	SoberZealot		0.0	0.0
2013	SoberZealot		0.0	0.0
2014	SoberZealot		0.0	0.0
2015	SoberZealot		0.0	0.0
2016	SoberZealot		0.0	0.0
2017	SoberZealot		0.0	0.0
2018	SoberZealot		0.0	0.0
2019	SoberZealot		0.0	0.0
2020	SoberZealot		0.0	0.0
2021	SoberZealot	1.0	0.0	0.0
2022	SoberZealot		0.0	0.0
2000	olikafarger		0.0	0.0
2001	olikafarger		0.0	0.0
2002	olikafarger		0.0	0.0
2003	olikafarger		0.0	0.0
2004	olikafarger		0.0	0.0
2005	olikafarger		0.0	0.0
2006	olikafarger		0.0	0.0
2007	olikafarger		0.0	0.0
2008	olikafarger		0.0	0.0
2009	olikafarger		0.0	0.0
2010	olikafarger		0.0	0.0
2011	olikafarger		0.0	0.0
2012	olikafarger		0.0	0.0
2013	olikafarger		0.0	0.0
2014	olikafarger		0.0	0.0
2015	olikafarger		0.0	0.0
2016	olikafarger		0.0	0.0
2017	olikafarger		0.0	0.0
2018	olikafarger		0.0	0.0
2019	olikafarger		0.0	0.0
2020	olikafarger		0.0	0.0
2021	olikafarger	1.0	0.0	0.0
2022	olikafarger		0.0	0.0
2000	Reverent Mishap		0.0	0.0
2001	Reverent Mishap		0.0	0.0
2002	Reverent Mishap		0.0	0.0
2003	Reverent Mishap		0.0	0.0
2004	Reverent Mishap		0.0	0.0
2005	Reverent Mishap	0.0	0.0	0.0
2006	Reverent Mishap		0.0	0.0
2007	Reverent Mishap		0.0	0.0
2008	Reverent Mishap		0.0	0.0
2009	Reverent Mishap		0.0	0.0
2010	Reverent Mishap		0.0	0.0
2011	Reverent Mishap		0.0	0.0
2012	Reverent Mishap		0.0	0.0
2013	Reverent Mishap		0.0	0.0
2014	Reverent Mishap		0.0	0.0
2015	Reverent Mishap		0.0	0.0
2016	Reverent Mishap		0.0	0.0
2017	Reverent Mishap		0.0	0.0
2018	Reverent Mishap		0.0	0.0
2019	Reverent Mishap		0.0	0.0
2020	Reverent Mishap		0.0	0.0
2021	Reverent Mishap		0.0	0.0
2022	Reverent Mishap		0.0	0.0
2000	rtyuio		0.0	0.0
2001	rtyuio		0.0	0.0
2002	rtyuio		0.0	0.0
2003	rtyuio		0.0	0.0
2004	rtyuio		0.0	0.0
2005	rtyuio		0.0	0.0
2006	rtyuio		0.0	0.0
2007	rtyuio		0.0	0.0
2008	rtyuio		0.0	0.0
2009	rtyuio		0.0	0.0
2010	rtyuio		0.0	0.0
2011	rtyuio		0.0	0.0
2012	rtyuio		0.0	0.0
2013	rtyuio		0.0	0.0
2014	rtyuio		0.0	0.0
2015	rtyuio		0.0	0.0
2016	rtyuio		0.0	0.0
2017	rtyuio		0.0	0.0
2018	rtyuio		0.0	0.0
2019	rtyuio		0.0	0.0
2020	rtyuio		0.0	0.0
2021	rtyuio		0.0	0.0
2022	rtyuio	1.0	0.0	0.0
2000	godboy		0.0	0.0
2001	godboy		0.0	0.0
2002	godboy		0.0	0.0
2003	godboy		0.0	0.0
2004	godboy		0.0	0.0
2005	godboy		0.0	0.0
2006	godboy		0.0	0.0
2007	godboy		0.0	0.0
2008	godboy		0.0	0.0
2009	godboy		0.0	0.0
2010	godboy		0.0	0.0
2011	godboy		0.0	0.0
2012	godboy		0.0	0.0
2013	godboy		0.0	0.0
2014	godboy		0.0	0.0
2015	godboy		0.0	0.0
2016	godboy		0.0	0.0
2017	godboy		0.0	0.0
2018	godboy		0.0	0.0
2019	godboy		0.0	0.0
2020	godboy		0.0	0.0
2021	godboy		0.0	0.0
2022	godboy	1.0	0.0	0.0
2000	ReijoHervonen		0.0	0.0
2001	ReijoHervonen		0.0	0.0
2002	ReijoHervonen		0.0	0.0
2003	ReijoHervonen		0.0	0.0
2004	ReijoHervonen		0.0	0.0
2005	ReijoHervonen		0.0	0.0
2006	ReijoHervonen		0.0	0.0
2007	ReijoHervonen		0.0	0.0
2008	ReijoHervonen		0.0	0.0
2009	ReijoHervonen		0.0	0.0
2010	ReijoHervonen		0.0	0.0
2011	ReijoHervonen		0.0	0.0
2012	ReijoHervonen		0.0	0.0
2013	ReijoHervonen		0.0	0.0
2014	ReijoHervonen		0.0	0.0
2015	ReijoHervonen		0.0	0.0
2016	ReijoHervonen		0.0	0.0
2017	ReijoHervonen		0.0	0.0
2018	ReijoHervonen		0.0	0.0
2019	ReijoHervonen		0.0	0.0
2020	ReijoHervonen		0.0	0.0
2021	ReijoHervonen		0.0	0.0
2022	ReijoHervonen	1.0	0.0	0.0
2000	RazorKevlar		0.0	0.0
2001	RazorKevlar		0.0	0.0
2002	RazorKevlar		0.0	0.0
2003	RazorKevlar		0.0	0.0
2004	RazorKevlar		0.0	0.0
2005	RazorKevlar		0.0	0.0
2006	RazorKevlar		0.0	0.0
2007	RazorKevlar		0.0	0.0
2008	RazorKevlar		0.0	0.0
2009	RazorKevlar		0.0	0.0
2010	RazorKevlar		0.0	0.0
2011	RazorKevlar		0.0	0.0
2012	RazorKevlar		0.0	0.0
2013	RazorKevlar		0.0	0.0
2014	RazorKevlar		0.0	0.0
2015	RazorKevlar		0.0	0.0
2016	RazorKevlar		0.0	0.0
2017	RazorKevlar		0.0	0.0
2018	RazorKevlar		0.0	0.0
2019	RazorKevlar		0.0	0.0
2020	RazorKevlar		0.0	0.0
2021	RazorKevlar		0.0	0.0
2022	RazorKevlar	1.0	0.0	0.0
2000	RamsesXX		0.0	0.0
2001	RamsesXX		0.0	0.0
2002	RamsesXX		0.0	0.0
2003	RamsesXX		0.0	0.0
2004	RamsesXX		0.0	0.0
2005	RamsesXX		0.0	0.0
2006	RamsesXX		0.0	0.0
2007	RamsesXX		0.0	0.0
2008	RamsesXX		0.0	0.0
2009	RamsesXX		0.0	0.0
2010	RamsesXX		0.0	0.0
2011	RamsesXX		0.0	0.0
2012	RamsesXX		0.0	0.0
2013	RamsesXX		0.0	0.0
2014	RamsesXX		0.0	0.0
2015	RamsesXX		0.0	0.0
2016	RamsesXX		0.0	0.0
2017	RamsesXX		0.0	0.0
2018	RamsesXX		0.0	0.0
2019	RamsesXX		0.0	0.0
2020	RamsesXX		0.0	0.0
2021	RamsesXX		0.0	0.0
2022	RamsesXX	1.0	0.0	0.0
2000	Prontilopter		0.0	0.0
2001	Prontilopter		0.0	0.0
2002	Prontilopter		0.0	0.0
2003	Prontilopter		0.0	0.0
2004	Prontilopter		0.0	0.0
2005	Prontilopter		0.0	0.0
2006	Prontilopter		0.0	0.0
2007	Prontilopter		0.0	0.0
2008	Prontilopter		0.0	0.0
2009	Prontilopter		0.0	0.0
2010	Prontilopter		0.0	0.0
2011	Prontilopter		0.0	0.0
2012	Prontilopter		0.0	0.0
2013	Prontilopter		0.0	0.0
2014	Prontilopter		0.0	0.0
2015	Prontilopter		0.0	0.0
2016	Prontilopter		0.0	0.0
2017	Prontilopter		0.0	0.0
2018	Prontilopter		0.0	0.0
2019	Prontilopter		0.0	0.0
2020	Prontilopter		0.0	0.0
2021	Prontilopter		0.0	0.0
2022	Prontilopter	1.0	0.0	0.0
2000	akademikerfyllo		0.0	0.0
2001	akademikerfyllo		0.0	0.0
2002	akademikerfyllo		0.0	0.0
2003	akademikerfyllo		0.0	0.0
2004	akademikerfyllo		0.0	0.0
2005	akademikerfyllo		0.0	0.0
2006	akademikerfyllo		0.0	0.0
2007	akademikerfyllo		0.0	0.0
2008	akademikerfyllo		0.0	0.0
2009	akademikerfyllo		0.0	0.0
2010	akademikerfyllo		0.0	0.0
2011	akademikerfyllo		0.0	0.0
2012	akademikerfyllo		0.0	0.0
2013	akademikerfyllo		0.0	0.0
2014	akademikerfyllo		0.0	0.0
2015	akademikerfyllo		0.0	0.0
2016	akademikerfyllo		0.0	0.0
2017	akademikerfyllo		0.0	0.0
2018	akademikerfyllo		0.0	0.0
2019	akademikerfyllo		0.0	0.0
2020	akademikerfyllo		0.0	0.0
2021	akademikerfyllo		0.0	0.0
2022	akademikerfyllo	1.0	0.0	0.0
2000	Harrywinston		0.0	0.0
2001	Harrywinston		0.0	0.0
2002	Harrywinston		0.0	0.0
2003	Harrywinston		0.0	0.0
2004	Harrywinston		0.0	0.0
2005	Harrywinston		0.0	0.0
2006	Harrywinston		0.0	0.0
2007	Harrywinston		0.0	0.0
2008	Harrywinston		0.0	0.0
2009	Harrywinston		0.0	0.0
2010	Harrywinston		0.0	0.0
2011	Harrywinston		0.0	0.0
2012	Harrywinston		0.0	0.0
2013	Harrywinston		0.0	0.0
2014	Harrywinston		0.0	0.0
2015	Harrywinston		0.0	0.0
2016	Harrywinston		0.0	0.0
2017	Harrywinston		0.0	0.0
2018	Harrywinston	1.0	0.0	0.0
2019	Harrywinston		0.0	0.0
2020	Harrywinston		0.0	0.0
2021	Harrywinston		0.0	0.0
2022	Harrywinston	1.0	0.0	0.0
2000	Starke Adolf		0.0	0.0
2001	Starke Adolf		0.0	0.0
2002	Starke Adolf		0.0	0.0
2003	Starke Adolf		0.0	0.0
2004	Starke Adolf		0.0	0.0
2005	Starke Adolf		0.0	0.0
2006	Starke Adolf		0.0	0.0
2007	Starke Adolf		0.0	0.0
2008	Starke Adolf		0.0	0.0
2009	Starke Adolf		0.0	0.0
2010	Starke Adolf		0.0	0.0
2011	Starke Adolf		0.0	0.0
2012	Starke Adolf		0.0	0.0
2013	Starke Adolf	0.0	0.0	0.0
2014	Starke Adolf		0.0	0.0
2015	Starke Adolf		0.0	0.0
2016	Starke Adolf		0.0	0.0
2017	Starke Adolf		0.0	0.0
2018	Starke Adolf		0.0	0.0
2019	Starke Adolf		0.0	0.0
2020	Starke Adolf		0.0	0.0
2021	Starke Adolf		0.0	0.0
2022	Starke Adolf		0.0	0.0
2000	BisexualStoner		0.0	0.0
2001	BisexualStoner		0.0	0.0
2002	BisexualStoner		0.0	0.0
2003	BisexualStoner		0.0	0.0
2004	BisexualStoner		0.0	0.0
2005	BisexualStoner		0.0	0.0
2006	BisexualStoner		0.0	0.0
2007	BisexualStoner		0.0	0.0
2008	BisexualStoner		0.0	0.0
2009	BisexualStoner		0.0	0.0
2010	BisexualStoner		0.0	0.0
2011	BisexualStoner		0.0	0.0
2012	BisexualStoner		0.0	0.0
2013	BisexualStoner	0.0	0.0	0.0
2014	BisexualStoner		0.0	0.0
2015	BisexualStoner		0.0	0.0
2016	BisexualStoner		0.0	0.0
2017	BisexualStoner		0.0	0.0
2018	BisexualStoner		0.0	0.0
2019	BisexualStoner		0.0	0.0
2020	BisexualStoner		0.0	0.0
2021	BisexualStoner		0.0	0.0
2022	BisexualStoner		0.0	0.0
2000	travellern		0.0	0.0
2001	travellern		0.0	0.0
2002	travellern		0.0	0.0
2003	travellern		0.0	0.0
2004	travellern		0.0	0.0
2005	travellern		0.0	0.0
2006	travellern		0.0	0.0
2007	travellern		0.0	0.0
2008	travellern		0.0	0.0
2009	travellern		0.0	0.0
2010	travellern		0.0	0.0
2011	travellern		0.0	0.0
2012	travellern		0.0	0.0
2013	travellern	1.0	0.0	0.0
2014	travellern		0.0	0.0
2015	travellern		0.0	0.0
2016	travellern		0.0	0.0
2017	travellern		0.0	0.0
2018	travellern		0.0	0.0
2019	travellern		0.0	0.0
2020	travellern		0.0	0.0
2021	travellern		0.0	0.0
2022	travellern		0.0	0.0
2000	Jersi		0.0	0.0
2001	Jersi		0.0	0.0
2002	Jersi		0.0	0.0
2003	Jersi		0.0	0.0
2004	Jersi		0.0	0.0
2005	Jersi		0.0	0.0
2006	Jersi		0.0	0.0
2007	Jersi		0.0	0.0
2008	Jersi		0.0	0.0
2009	Jersi		0.0	0.0
2010	Jersi		0.0	0.0
2011	Jersi		0.0	0.0
2012	Jersi		0.0	0.0
2013	Jersi	1.0	0.0	1.0
2014	Jersi		0.0	0.0
2015	Jersi		0.0	0.0
2016	Jersi		0.0	0.0
2017	Jersi		0.0	0.0
2018	Jersi		0.0	0.0
2019	Jersi		0.0	0.0
2020	Jersi		0.0	0.0
2021	Jersi		0.0	0.0
2022	Jersi		0.0	0.0
2000	AnikkiStrom		0.0	0.0
2001	AnikkiStrom		0.0	0.0
2002	AnikkiStrom		0.0	0.0
2003	AnikkiStrom		0.0	0.0
2004	AnikkiStrom		0.0	0.0
2005	AnikkiStrom		0.0	0.0
2006	AnikkiStrom		0.0	0.0
2007	AnikkiStrom		0.0	0.0
2008	AnikkiStrom		0.0	0.0
2009	AnikkiStrom		0.0	0.0
2010	AnikkiStrom		0.0	0.0
2011	AnikkiStrom		0.0	0.0
2012	AnikkiStrom		0.0	0.0
2013	AnikkiStrom		0.0	0.0
2014	AnikkiStrom		0.0	0.0
2015	AnikkiStrom	1.0	0.0	0.0
2016	AnikkiStrom		0.0	0.0
2017	AnikkiStrom		0.0	0.0
2018	AnikkiStrom		0.0	0.0
2019	AnikkiStrom		0.0	0.0
2020	AnikkiStrom		0.0	0.0
2021	AnikkiStrom		0.0	0.0
2022	AnikkiStrom		0.0	0.0
2000	Storakuken		0.0	0.0
2001	Storakuken		0.0	0.0
2002	Storakuken		0.0	0.0
2003	Storakuken		0.0	0.0
2004	Storakuken		0.0	0.0
2005	Storakuken		0.0	0.0
2006	Storakuken		0.0	0.0
2007	Storakuken		0.0	0.0
2008	Storakuken		0.0	0.0
2009	Storakuken		0.0	0.0
2010	Storakuken		0.0	0.0
2011	Storakuken		0.0	0.0
2012	Storakuken		0.0	0.0
2013	Storakuken		0.0	0.0
2014	Storakuken		0.0	0.0
2015	Storakuken	1.0	0.0	0.0
2016	Storakuken		0.0	0.0
2017	Storakuken		0.0	0.0
2018	Storakuken		0.0	0.0
2019	Storakuken		0.0	0.0
2020	Storakuken		0.0	0.0
2021	Storakuken		0.0	0.0
2022	Storakuken		0.0	0.0
2000	GillJung		0.0	0.0
2001	GillJung		0.0	0.0
2002	GillJung		0.0	0.0
2003	GillJung		0.0	0.0
2004	GillJung		0.0	0.0
2005	GillJung		0.0	0.0
2006	GillJung		0.0	0.0
2007	GillJung		0.0	0.0
2008	GillJung		0.0	0.0
2009	GillJung		0.0	0.0
2010	GillJung		0.0	0.0
2011	GillJung		0.0	0.0
2012	GillJung		0.0	0.0
2013	GillJung		0.0	0.0
2014	GillJung		0.0	0.0
2015	GillJung		0.0	0.0
2016	GillJung		0.0	0.0
2017	GillJung		0.0	0.0
2018	GillJung	1.0	0.0	0.0
2019	GillJung		0.0	0.0
2020	GillJung		0.0	0.0
2021	GillJung		0.0	0.0
2022	GillJung		0.0	0.0
2000	ForzaLeon		0.0	0.0
2001	ForzaLeon		0.0	0.0
2002	ForzaLeon		0.0	0.0
2003	ForzaLeon		0.0	0.0
2004	ForzaLeon		0.0	0.0
2005	ForzaLeon		0.0	0.0
2006	ForzaLeon		0.0	0.0
2007	ForzaLeon		0.0	0.0
2008	ForzaLeon		0.0	0.0
2009	ForzaLeon		0.0	0.0
2010	ForzaLeon		0.0	0.0
2011	ForzaLeon		0.0	0.0
2012	ForzaLeon		0.0	0.0
2013	ForzaLeon		0.0	0.0
2014	ForzaLeon		0.0	0.0
2015	ForzaLeon		0.0	0.0
2016	ForzaLeon		0.0	0.0
2017	ForzaLeon		0.0	0.0
2018	ForzaLeon	1.0	0.0	0.0
2019	ForzaLeon		0.0	0.0
2020	ForzaLeon		0.0	0.0
2021	ForzaLeon		0.0	0.0
2022	ForzaLeon		0.0	0.0
2000	HenAnnan		0.0	0.0
2001	HenAnnan		0.0	0.0
2002	HenAnnan		0.0	0.0
2003	HenAnnan		0.0	0.0
2004	HenAnnan		0.0	0.0
2005	HenAnnan		0.0	0.0
2006	HenAnnan		0.0	0.0
2007	HenAnnan		0.0	0.0
2008	HenAnnan		0.0	0.0
2009	HenAnnan		0.0	0.0
2010	HenAnnan		0.0	0.0
2011	HenAnnan		0.0	0.0
2012	HenAnnan		0.0	0.0
2013	HenAnnan		0.0	0.0
2014	HenAnnan		0.0	0.0
2015	HenAnnan		0.0	0.0
2016	HenAnnan		0.0	0.0
2017	HenAnnan		0.0	0.0
2018	HenAnnan	1.0	0.0	0.0
2019	HenAnnan		0.0	0.0
2020	HenAnnan		0.0	0.0
2021	HenAnnan		0.0	0.0
2022	HenAnnan		0.0	0.0
2000	Tacoritz		0.0	0.0
2001	Tacoritz		0.0	0.0
2002	Tacoritz		0.0	0.0
2003	Tacoritz		0.0	0.0
2004	Tacoritz		0.0	0.0
2005	Tacoritz		0.0	0.0
2006	Tacoritz		0.0	0.0
2007	Tacoritz		0.0	0.0
2008	Tacoritz	0.0	0.0	0.0
2009	Tacoritz		0.0	0.0
2010	Tacoritz		0.0	0.0
2011	Tacoritz		0.0	0.0
2012	Tacoritz		0.0	0.0
2013	Tacoritz		0.0	0.0
2014	Tacoritz		0.0	0.0
2015	Tacoritz		0.0	0.0
2016	Tacoritz		0.0	0.0
2017	Tacoritz		0.0	0.0
2018	Tacoritz		0.0	0.0
2019	Tacoritz		0.0	0.0
2020	Tacoritz		0.0	0.0
2021	Tacoritz		0.0	0.0
2022	Tacoritz		0.0	0.0
2000	pang olufsen		0.0	0.0
2001	pang olufsen		0.0	0.0
2002	pang olufsen		0.0	0.0
2003	pang olufsen		0.0	0.0
2004	pang olufsen		0.0	0.0
2005	pang olufsen		0.0	0.0
2006	pang olufsen		0.0	0.0
2007	pang olufsen		0.0	0.0
2008	pang olufsen	0.0	0.0	0.0
2009	pang olufsen		0.0	0.0
2010	pang olufsen		0.0	0.0
2011	pang olufsen		0.0	0.0
2012	pang olufsen		0.0	0.0
2013	pang olufsen		0.0	0.0
2014	pang olufsen		0.0	0.0
2015	pang olufsen		0.0	0.0
2016	pang olufsen		0.0	0.0
2017	pang olufsen		0.0	0.0
2018	pang olufsen		0.0	0.0
2019	pang olufsen		0.0	0.0
2020	pang olufsen		0.0	0.0
2021	pang olufsen		0.0	0.0
2022	pang olufsen		0.0	0.0
2000	miscusi		0.0	0.0
2001	miscusi		0.0	0.0
2002	miscusi		0.0	0.0
2003	miscusi		0.0	0.0
2004	miscusi		0.0	0.0
2005	miscusi		0.0	0.0
2006	miscusi		0.0	0.0
2007	miscusi		0.0	0.0
2008	miscusi		0.0	0.0
2009	miscusi		0.0	0.0
2010	miscusi		0.0	0.0
2011	miscusi		0.0	0.0
2012	miscusi		0.0	0.0
2013	miscusi		0.0	0.0
2014	miscusi		0.0	0.0
2015	miscusi		0.0	0.0
2016	miscusi	1.0	0.0	0.0
2017	miscusi		0.0	0.0
2018	miscusi		0.0	0.0
2019	miscusi		0.0	0.0
2020	miscusi		0.0	0.0
2021	miscusi		0.0	0.0
2022	miscusi		0.0	0.0
2000	KaptenFantastisk		0.0	0.0
2001	KaptenFantastisk		0.0	0.0
2002	KaptenFantastisk		0.0	0.0
2003	KaptenFantastisk		0.0	0.0
2004	KaptenFantastisk		0.0	0.0
2005	KaptenFantastisk		0.0	0.0
2006	KaptenFantastisk		0.0	0.0
2007	KaptenFantastisk		0.0	0.0
2008	KaptenFantastisk		0.0	0.0
2009	KaptenFantastisk		0.0	0.0
2010	KaptenFantastisk		0.0	0.0
2011	KaptenFantastisk		0.0	0.0
2012	KaptenFantastisk	0.0	0.0	0.0
2013	KaptenFantastisk		0.0	0.0
2014	KaptenFantastisk		0.0	0.0
2015	KaptenFantastisk		0.0	0.0
2016	KaptenFantastisk		0.0	0.0
2017	KaptenFantastisk		0.0	0.0
2018	KaptenFantastisk		0.0	0.0
2019	KaptenFantastisk		0.0	0.0
2020	KaptenFantastisk		0.0	0.0
2021	KaptenFantastisk		0.0	0.0
2022	KaptenFantastisk		0.0	0.0
